House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5,Cox Spring,Norman,Cook-Reeves,14,Son,NA,Male,Student,None,NA
6,Cox Spring,Wendy,Kemp,65,Head,Widowed,Female,Unemployed,None,None
6,Cox Spring,Justin,Kemp,35,Son,Single,Male,Horticultural therapist,None,None
7,Cox Spring,Carolyn,Parsons,26,Head,Single,Female,Armed forces training and education officer,None,Muslim
7,Cox Spring,Frank,Parsons,3,Son,NA,Male,Child,None,NA
7,Cox Spring,Brandon,Parsons,2,Son,NA,Male,Child,None,NA
7,Cox Spring,David,Long,42,Lodger,Single,Male,Forensic psychologist,None,Christian
7,Cox Spring,Clive,Murray,50,Lodger,Single,Male,English as a second language teacher,None,Catholic
8,Cox Spring,Mandy,Hancock,20,Head,Married,Female,University Student,None,Methodist
8,Cox Spring,Brian,Hancock,24,Husband,Married,Male,Operations geologist,None,Methodist
9,Cox Spring,Marilyn,McCarthy,37,Head,Single,Female,"Surveyor, rural practice",None,Methodist
9,Cox Spring,Toby,Jackson,39,Partner,Single,Male,Trade union research officer,None,Methodist
10,Cox Spring,Sarah,O'Connor,56,Head,Single,Female,Barrister's clerk,None,None
10,Cox Spring,Edward,O'Connor-Wong,54,Partner,Single,Male,"Engineer, technical sales",None,None
10,Cox Spring,Benjamin,O'Connor-Wong,24,Son,Single,Male,Ranger/warden,None,None
10,Cox Spring,Sylvia,O'Connor-Wong,20,Daughter,Single,Female,University Student,None,None
10,Cox Spring,Gregory,O'Connor-Wong,17,Son,NA,Male,Student,None,NA
1,Hopkins Keys,Eleanor,Walker,38,Head,Married,Female,Barrister,None,Catholic
1,Hopkins Keys,Joe,Walker,37,Husband,Married,Male,"Therapist, occupational",None,None
1,Hopkins Keys,Mohammed,Walker,11,Son,NA,Male,Student,None,NA
1,Hopkins Keys,Debra,Walker,7,Daughter,NA,Female,Student,None,NA
1,Hopkins Keys,Sharon,Walker,4,Daughter,NA,Female,Child,None,NA
2,Hopkins Keys,Jane,Thomas,21,Head,Single,Female,University Student,None,Christian
2,Hopkins Keys,Terry,Birch,23,None,Single,Male,Radio producer,None,Catholic
2,Hopkins Keys,Albert,Turner,29,None,Single,Male,Physiological scientist,None,None
2,Hopkins Keys,Chloe,Wright,62,None,Single,Female,Claims inspector/assessor,None,Catholic
2,Hopkins Keys,Conor,Johnston,46,None,Single,Male,Unemployed,None,Christian
3,Hopkins Keys,Helen,Powell,61,Head,Married,Female,Sports therapist,None,None
3,Hopkins Keys,Phillip,Powell,63,Husband,Married,Male,Oceanographer,None,None
4,Hopkins Keys,Hannah,Cook,75,Head,Widowed,Female,Retired Sports development officer,None,Christian
4,Hopkins Keys,Leanne,Cook,15,Granddaughter,NA,Female,Student,None,NA
4,Hopkins Keys,Kathryn,Russell,13,Granddaughter,NA,Female,Student,None,NA
4,Hopkins Keys,Carol,Russell,13,Granddaughter,NA,Female,Student,None,NA
4,Hopkins Keys,Elizabeth,Russell,12,Granddaughter,NA,Female,Student,None,NA
5,Hopkins Keys,Kayleigh,Moore,57,Head,Single,Female,Cartographer,None,Christian
5,Hopkins Keys,Clifford,Ahmed,59,Partner,Single,Male,Unemployed,None,Christian
5,Hopkins Keys,Cameron,Moore,17,Son,NA,Male,Student,None,NA
5,Hopkins Keys,Mark,Moore,16,Son,NA,Male,Student,None,NA
5,Hopkins Keys,Diana,Moore,15,Daughter,NA,Female,Student,None,NA
5,Hopkins Keys,Douglas,Moore,13,Son,NA,Male,Student,None,NA
5,Hopkins Keys,Jill,Moore,7,Daughter,NA,Female,Student,None,NA
5,Hopkins Keys,Billy,Moore,5,Son,NA,Male,Student,None,NA
6,Hopkins Keys,Abigail,Herbert,39,Head,Single,Female,Marine scientist,None,Methodist
6,Hopkins Keys,Mathew,Newton,45,Partner,Single,Male,Production engineer,None,Methodist
6,Hopkins Keys,Kieran,Herbert,5,Son,NA,Male,Student,None,NA
6,Hopkins Keys,Samuel,Herbert,5,Son,NA,Male,Student,None,NA
6,Hopkins Keys,Shirley,Herbert,3,Daughter,NA,Female,Child,None,NA
6,Hopkins Keys,David,Singh,27,Sibling,Single,Male,Museum/gallery exhibitions officer,None,None
6,Hopkins Keys,Naomi,Cunningham,64,Lodger,Single,Female,Insurance claims handler,None,Christian
6,Hopkins Keys,Tracey,Briggs,33,Lodger,Divorced,Female,Futures trader,None,Muslim
6,Hopkins Keys,Samantha,White,55,Lodger,Divorced,Female,Research scientist (maths),None,None
6,Hopkins Keys,Duncan,Matthews,47,Lodger,Single,Male,Health and safety adviser,None,None
7,Hopkins Keys,Danielle,Jones,40,Head,Single,Female,Unemployed,None,Catholic
7,Hopkins Keys,Ryan,Jones,5,Son,NA,Male,Student,None,NA
7,Hopkins Keys,Damian,Jones,3,Son,NA,Male,Child,None,NA
7,Hopkins Keys,Benjamin,Harris,47,Lodger,Divorced,Male,"Journalist, broadcasting",None,Catholic
7,Hopkins Keys,Toby,James,39,Lodger,Single,Male,Horticultural consultant,None,None
8,Hopkins Keys,Vanessa,Cooper,67,Head,Widowed,Female,Printmaker,None,Christian
8,Hopkins Keys,Neil,Cooper,36,Son,Divorced,Male,Forest/woodland manager,None,Christian
8,Hopkins Keys,Maurice,Cooper,32,Son,Single,Male,Retail merchandiser,None,None
8,Hopkins Keys,Craig,Cooper,29,Son,Single,Male,Chief Technology Officer,None,Christian
8,Hopkins Keys,Elaine,Cooper,28,Daughter,Divorced,Female,Warden/ranger,None,Christian
8,Hopkins Keys,Shirley,Cooper,27,Daughter,Single,Female,Chiropractor,None,None
8,Hopkins Keys,Wayne,Cooper,23,Son,Single,Male,Magazine journalist,None,Christian
9,Hopkins Keys,Marian,Johnson,30,Head,Single,Female,Mechanical engineer,None,None
9,Hopkins Keys,Barbara,Richards,35,None,Single,Female,Multimedia specialist,None,None
9,Hopkins Keys,Leanne,Phillips,63,None,Single,Female,"Designer, textile",None,Methodist
9,Hopkins Keys,Christine,Brown,25,None,Single,Female,Advertising copywriter,None,None
9,Hopkins Keys,Norman,James,60,None,Single,Male,Aid worker,None,Christian
10,Hopkins Keys,Zoe,King,52,Head,Married,Female,Insurance account manager,None,None
10,Hopkins Keys,Rhys,King,51,Husband,Married,Male,"Surveyor, insurance",None,None
10,Hopkins Keys,Lauren,King,27,Daughter,Single,Female,Freight forwarder,None,None
10,Hopkins Keys,Vincent,King,26,Son,Widowed,Male,"Solicitor, Scotland",None,None
10,Hopkins Keys,John,Cooke-King,9,Son,NA,Male,Student,None,NA
11,Hopkins Keys,Christine,Willis,46,Head,Single,Female,Unemployed,None,None
11,Hopkins Keys,Craig,Willis,17,Son,NA,Male,Student,Unknown Infection,NA
11,Hopkins Keys,Bryan,Willis,11,Son,NA,Male,Student,None,NA
11,Hopkins Keys,Irene,Willis,10,Daughter,NA,Female,Student,None,NA
11,Hopkins Keys,Danielle,Willis,10,Daughter,NA,Female,Student,None,NA
12,Hopkins Keys,Katherine,Dobson,71,Head,Married,Female,Retired Osteopath,None,Catholic
12,Hopkins Keys,Douglas,Dobson-Benson,72,Husband,Married,Male,Retired Firefighter,None,None
12,Hopkins Keys,Jane,Dobson-Benson,37,Daughter,Divorced,Female,Sales promotion account executive,None,Catholic
12,Hopkins Keys,Carolyn,Dobson-Benson,35,Daughter,Single,Female,Special effects artist,None,Catholic
12,Hopkins Keys,Cheryl,Newman,34,Daughter,Single,Female,Naval architect,None,Catholic
13,Hopkins Keys,Laura,Jones,38,Head,Married,Female,Consulting civil engineer,None,Christian
13,Hopkins Keys,Damien,Jones,43,Husband,Married,Male,"Scientist, product/process development",None,Christian
13,Hopkins Keys,David,Jones,4,Son,NA,Male,Child,None,NA
13,Hopkins Keys,Glen,Jones,2,Son,NA,Male,Child,None,NA
13,Hopkins Keys,Ruth,Smith,31,Lodger,Single,Female,Estate agent,None,None
13,Hopkins Keys,Norman,Mills,18,Lodger,Divorced,Male,Student,None,NA
13,Hopkins Keys,Glen,Pugh,41,Sibling,Single,Male,Computer games developer,None,None
13,Hopkins Keys,Georgia,Herbert,60,Lodger,Single,Female,Health promotion specialist,None,None
13,Hopkins Keys,Harriet,Akhtar,27,Lodger,Single,Female,Community arts worker,None,None
14,Hopkins Keys,Carl,Woods,40,Head,Married,Male,Youth worker,None,None
14,Hopkins Keys,Paige,Woods,38,Wife,Married,Female,Waste management officer,None,None
14,Hopkins Keys,Toby,Woods,19,Son,Divorced,Male,University Student,None,None
14,Hopkins Keys,Gillian,Woods,15,Daughter,NA,Female,Student,None,NA
14,Hopkins Keys,Stephanie,Woods,12,Daughter,NA,Female,Student,None,NA
14,Hopkins Keys,Susan,Woods,6,Daughter,NA,Female,Student,None,NA
14,Hopkins Keys,Ryan,Hughes,59,Lodger,Divorced,Male,Call centre manager,None,None
14,Hopkins Keys,Natasha,Dunn,44,Sibling,Single,Female,Cabin crew,None,Methodist
14,Hopkins Keys,Jonathan,Henderson,26,Visitor,Single,Male,"Civil engineer, contracting",None,None
14,Hopkins Keys,Tom,Walsh,36,Sibling,Divorced,Male,"Programmer, systems",None,Methodist
15,Hopkins Keys,Eleanor,Davies,41,Head,Married,Female,"Teacher, music",None,Christian
15,Hopkins Keys,David,Farrell,41,Husband,Married,Male,"Engineer, water",None,Christian
15,Hopkins Keys,Aimee,Davies,13,Daughter,NA,Female,Student,None,NA
15,Hopkins Keys,Dennis,Davies,10,Son,NA,Male,Student,None,NA
15,Hopkins Keys,Samuel,Davies,6,Son,NA,Male,Student,Mental Disability,NA
16,Hopkins Keys,Melissa,Rose,48,Head,Married,Female,"Therapist, occupational",None,Christian
16,Hopkins Keys,Arthur,Rose,50,Husband,Married,Male,"Merchandiser, retail",None,Christian
16,Hopkins Keys,Paul,Rose,16,Son,NA,Male,Student,None,NA
16,Hopkins Keys,Anne,Rose,15,Daughter,NA,Female,Student,None,NA
16,Hopkins Keys,Wendy,Rose,5,Daughter,NA,Female,Student,None,NA
17,Hopkins Keys,Jasmine,Elliott,62,Head,Divorced,Female,Retail banker,None,None
17,Hopkins Keys,Arthur,Elliott,11,Grandson,NA,Male,Student,None,NA
18,Hopkins Keys,Mandy,Stevens,51,Head,Divorced,Female,Chartered loss adjuster,None,Christian
18,Hopkins Keys,Gareth,Stevens,23,Son,Divorced,Male,"Pharmacist, hospital",None,Christian
18,Hopkins Keys,Graeme,Stevens,19,Son,Single,Male,University Student,None,Christian
18,Hopkins Keys,Stephanie,Stevens,14,Daughter,NA,Female,Student,None,NA
18,Hopkins Keys,Wendy,Stevens,3,Daughter,NA,Female,Child,None,NA
18,Hopkins Keys,Bradley,Stevens,3,Son,NA,Male,Child,None,NA
18,Hopkins Keys,Nicola,Stevens,0,Daughter,NA,Female,Child,None,NA
18,Hopkins Keys,Karl,Taylor,58,Lodger,Single,Male,"Therapist, speech and language",None,Methodist
18,Hopkins Keys,Stephanie,Morgan,48,Lodger,Single,Female,Armed forces operational officer,None,Catholic
18,Hopkins Keys,Sara,Flynn,44,Lodger,Single,Female,"Engineer, civil (consulting)",None,None
18,Hopkins Keys,Jayne,Law,28,Lodger,Divorced,Female,Toxicologist,None,Catholic
18,Hopkins Keys,Jacob,Evans,31,Lodger,Divorced,Male,Unemployed,None,Catholic
18,Hopkins Keys,Martin,John,19,Lodger,Single,Male,University Student,None,None
19,Hopkins Keys,Shaun,Evans,73,Head,Married,Male,Retired Theatre stage manager,None,Christian
19,Hopkins Keys,Gemma,Evans,68,Wife,Married,Female,Retired Dietitian,None,Christian
20,Hopkins Keys,Amber,Knight,33,Head,Married,Female,Location manager,None,Sikh
20,Hopkins Keys,Simon,Knight,37,Husband,Married,Male,TEFL teacher,None,None
20,Hopkins Keys,Jack,Knight,1,Son,NA,Male,Child,None,NA
20,Hopkins Keys,Kathleen,Dean,20,Lodger,Divorced,Female,University Student,None,Catholic
20,Hopkins Keys,Claire,Cole,21,Lodger,Single,Female,University Student,None,None
20,Hopkins Keys,Robert,Young,21,Lodger,Single,Male,University Student,None,None
20,Hopkins Keys,Frank,Smith,50,Lodger,Single,Male,Public relations officer,None,Catholic
20,Hopkins Keys,Connor,Curtis,30,Lodger,Single,Male,Retail banker,None,Catholic
20,Hopkins Keys,Neil,Jackson,25,Lodger,Single,Male,"Optician, dispensing",None,Jewish
20,Hopkins Keys,Raymond,Baker,56,Sibling,Single,Male,Financial controller,None,Catholic
20,Hopkins Keys,Christopher,Graham,41,Lodger,Single,Male,Interior and spatial designer,None,Jewish
21,Hopkins Keys,Louis,John,31,Head,Single,Male,Government social research officer,None,Methodist
21,Hopkins Keys,Barbara,Scott,19,None,Single,Female,University Student,None,Catholic
21,Hopkins Keys,Gary,Smith,20,None,Single,Male,University Student,None,None
21,Hopkins Keys,Ashley,Barker,33,None,Single,Male,Geophysicist/field seismologist,None,None
21,Hopkins Keys,Charlotte,Franklin,39,None,Single,Female,"Scientist, water quality",None,None
22,Hopkins Keys,Melanie,Marsh,63,Head,Married,Female,Tourism officer,None,Catholic
22,Hopkins Keys,Josh,Marsh,65,Husband,Married,Male,"Therapist, nutritional",None,None
22,Hopkins Keys,Mohammad,Marsh,35,Son,Single,Male,Paediatric nurse,None,Catholic
22,Hopkins Keys,Derek,Marsh,33,Son,Single,Male,Hydrographic surveyor,None,Catholic
22,Hopkins Keys,Mathew,Marsh,29,Son,Divorced,Male,IT technical support officer,None,Catholic
22,Hopkins Keys,Richard,Richardson-Marsh,27,Son,Single,Male,Adult nurse,None,None
22,Hopkins Keys,Daniel,Richardson-Marsh,24,Son,Widowed,Male,Automotive engineer,None,None
22,Hopkins Keys,Patricia,Richardson-Marsh,19,Daughter,Single,Female,University Student,None,Catholic
22,Hopkins Keys,Susan,Richardson-Marsh,2,Daughter,NA,Female,Child,None,NA
23,Hopkins Keys,Graham,Bell,68,Head,Married,Male,Retired Hydrographic surveyor,None,None
23,Hopkins Keys,Beverley,Bell,68,Wife,Married,Female,Retired Musician,None,None
23,Hopkins Keys,Michelle,Bell,30,Daughter,Single,Female,Child psychotherapist,None,None
23,Hopkins Keys,Victor,Bell,29,Son,Single,Male,"Journalist, magazine",None,None
23,Hopkins Keys,Susan,Bell,26,Daughter,Divorced,Female,Unemployed,None,None
23,Hopkins Keys,Susan,Bell,23,Daughter,Single,Female,Exercise physiologist,None,None
23,Hopkins Keys,Marie,Bell,19,Daughter,Divorced,Female,University Student,None,None
23,Hopkins Keys,Jordan,Bell,15,Son,NA,Male,Student,None,NA
24,Hopkins Keys,Karl,Khan,37,Head,Married,Male,"Surveyor, land/geomatics",None,Muslim
24,Hopkins Keys,Tracy,Khan,40,Wife,Married,Female,Town planner,None,Muslim
24,Hopkins Keys,Sophie,Khan,7,Step-Daughter,NA,Female,Student,None,NA
24,Hopkins Keys,Maria,Khan,7,Step-Daughter,NA,Female,Student,None,NA
24,Hopkins Keys,Dean,Khan,3,Step-Son,NA,Male,Child,None,NA
24,Hopkins Keys,Timothy,Abbott,2,Step-Son,NA,Male,Child,None,NA
24,Hopkins Keys,Jake,Watkins,61,Lodger,Single,Male,Public relations account executive,None,None
24,Hopkins Keys,Marc,Barker,20,Lodger,Single,Male,University Student,None,Muslim
25,Hopkins Keys,Reece,Smith,82,Head,Married,Male,Retired Firefighter,None,None
25,Hopkins Keys,Tracey,Smith,82,Wife,Married,Female,Retired Clinical embryologist,None,None
26,Hopkins Keys,Paige,O'Connor-Carter,46,Head,Single,Female,Learning mentor,None,Catholic
26,Hopkins Keys,Lewis,O'Connor-Carter,7,Son,NA,Male,Student,None,NA
26,Hopkins Keys,Jade,O'Connor-Carter,7,Daughter,NA,Female,Student,None,NA
26,Hopkins Keys,Geoffrey,O'Connor-Carter,4,Son,NA,Male,Child,None,NA
26,Hopkins Keys,Debra,O'Connor-Carter,2,Daughter,NA,Female,Child,None,NA
27,Hopkins Keys,Mary,Clements,60,Head,Married,Female,Youth worker,None,Methodist
27,Hopkins Keys,Michael,Clements,64,Husband,Married,Male,Pensions consultant,None,None
27,Hopkins Keys,Marilyn,Clements,28,Daughter,Single,Female,Media buyer,None,Methodist
27,Hopkins Keys,Jane,Clements,25,Daughter,Single,Female,"Teacher, English as a foreign language",None,Methodist
27,Hopkins Keys,Lee,Clements,25,Son,Single,Male,Unemployed,None,Methodist
27,Hopkins Keys,Ian,Clements,21,Son,Single,Male,University Student,None,Methodist
27,Hopkins Keys,Joanne,Clements,17,Daughter,NA,Female,Student,None,NA
27,Hopkins Keys,Gavin,Clements,13,Son,NA,Male,Student,None,NA
27,Hopkins Keys,Chelsea,Clements,13,Daughter,NA,Female,Student,None,NA
27,Hopkins Keys,Denise,Clements,9,Daughter,NA,Female,Student,None,NA
27,Hopkins Keys,Shannon,Clements,6,Daughter,NA,Female,Student,None,NA
27,Hopkins Keys,Steven,Clements,4,Son,NA,Male,Child,None,NA
28,Hopkins Keys,Abigail,Wright,57,Head,Married,Female,"Engineer, electrical",None,None
28,Hopkins Keys,Nigel,Wright,61,Husband,Married,Male,Ambulance person,None,None
28,Hopkins Keys,Leonard,Wright,37,Son,Single,Male,"Scientist, audiological",None,None
28,Hopkins Keys,Rachael,Wright,36,Daughter,Single,Female,Research scientist (medical),None,None
28,Hopkins Keys,Lesley,Wright,34,Daughter,Divorced,Female,"Administrator, education",None,None
29,Hopkins Keys,Katy,Birch,33,Head,Married,Female,"Designer, fashion/clothing",None,None
29,Hopkins Keys,Charlie,Birch,34,Husband,Married,Male,Unemployed,None,None
29,Hopkins Keys,Terence,Rees,52,Lodger,Divorced,Male,Prison officer,None,Christian
29,Hopkins Keys,Glenn,Francis,22,Visitor,Single,Male,University Student,None,None
29,Hopkins Keys,Keith,Smith,31,Lodger,Single,Male,Copy,None,Catholic
30,Hopkins Keys,Grace,Bird,43,Head,Single,Female,Research scientist (life sciences),None,Catholic
30,Hopkins Keys,Shane,Hart,45,Partner,Single,Male,Licensed conveyancer,None,None
30,Hopkins Keys,Tracey,Bird,22,Daughter,Single,Female,University Student,None,Catholic
30,Hopkins Keys,Christopher,Bird,20,Son,Single,Male,University Student,None,Catholic
30,Hopkins Keys,Wendy,Bird,17,Daughter,NA,Female,Student,None,NA
30,Hopkins Keys,Connor,Bird,13,Son,NA,Male,Student,None,NA
30,Hopkins Keys,Bradley,Bird,9,Adopted Son,NA,Male,Student,None,NA
31,Hopkins Keys,Ian,Harris,43,Head,Single,Male,Unemployed,None,Catholic
31,Hopkins Keys,Gavin,Riley-Harris,6,Son,NA,Male,Student,None,NA
31,Hopkins Keys,Dale,Riley-Harris,3,Son,NA,Male,Child,None,NA
31,Hopkins Keys,Gail,Tomlinson,34,Lodger,Single,Female,Surgeon,None,None
31,Hopkins Keys,Nigel,Cartwright,57,Lodger,Single,Male,Bonds trader,None,None
32,Hopkins Keys,Amy,Morris,30,Head,Divorced,Female,Unemployed,None,Methodist
32,Hopkins Keys,Melanie,Morris,5,Daughter,NA,Female,Student,None,NA
32,Hopkins Keys,Jacob,Morris,2,Son,NA,Male,Child,None,NA
32,Hopkins Keys,Ashleigh,Lynch,33,Lodger,Single,Female,Geographical information systems officer,None,Sikh
33,Hopkins Keys,Lucy,Barry,56,Head,Married,Female,Quality manager,None,None
33,Hopkins Keys,Danny,Barry,58,Husband,Married,Male,Transport planner,None,None
33,Hopkins Keys,Benjamin,Barry,38,Son,Single,Male,Corporate treasurer,None,None
33,Hopkins Keys,John,Barry,33,Son,Single,Male,Clinical psychologist,None,None
33,Hopkins Keys,Diana,Barry,29,Daughter,Divorced,Female,Sub,None,None
33,Hopkins Keys,Robert,Barry,27,Son,Single,Male,"Administrator, local government",None,None
33,Hopkins Keys,Alan,Barry,24,Son,Single,Male,Forensic scientist,None,None
33,Hopkins Keys,Kate,Barry,21,Daughter,Widowed,Female,University Student,None,None
33,Hopkins Keys,Phillip,Barry,17,Son,NA,Male,Student,None,NA
